,Path,Acq,Acquisition,Modality,Session,Subject,Task,Contrast,Uid,Processing,Template,Threshold,Thresholded Volume,Volume Change Factor
7,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4008,JogB,BOLD,4008_ofMpF_bold,Generic,Legacy,7.9592456470150506,361.456,0.6434360642197099
8,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMpF/func/sub-4008_ses-ofMpF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4008,JogB,CBV,4008_ofMpF_cbv,Generic,Legacy,16.80722113698721,348.448,0.6203442756911595
10,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4008,JogB,BOLD,4008_ofMcF2_bold,Generic,Legacy,6.380042915507222,369.784,0.6633467993656853
11,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMcF2/func/sub-4008_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4008,JogB,CBV,4008_ofMcF2_cbv,Generic,Legacy,13.742691470179714,359.144,0.6442599542202737
13,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4008,JogB,CBV,4008_ofMcF1_cbv,Generic,Legacy,16.444044701247478,358.168,0.6413838798058844
14,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4008/ses-ofMcF1/func/sub-4008_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4008,JogB,BOLD,4008_ofMcF1_bold,Generic,Legacy,8.581853088573553,361.056,0.6465555217305661
16,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4001,JogB,BOLD,4001_ofMaF_bold,Generic,Legacy,8.875134223140776,366.2,0.6518740042544481
17,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMaF/func/sub-4001_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4001,JogB,CBV,4001_ofMaF_cbv,Generic,Legacy,16.741276453314352,482.784,0.8593184318164828
19,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4001,JogB,CBV,4001_ofM_cbv,Generic,Legacy,18.2600571885705,350.736,0.6191432797986182
20,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofM/func/sub-4001_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4001,JogB,BOLD,4001_ofM_bold,Generic,Legacy,8.10789917036891,357.224,0.6305317857041995
22,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4001,JogB,BOLD,4001_ofMcF2_bold,Generic,Legacy,6.373974516987801,388.704,0.6946166423931593
23,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMcF2/func/sub-4001_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4001,JogB,CBV,4001_ofMcF2_cbv,Generic,Legacy,13.768319586436265,374.608,0.6693588158355549
25,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4001,JogB,BOLD,4001_ofMcF1_bold,Generic,Legacy,6.805492992703804,498.976,0.8940395689769474
26,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4001/ses-ofMcF1/func/sub-4001_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4001,JogB,CBV,4001_ofMcF1_cbv,Generic,Legacy,11.806942053502429,490.808,0.8794045660922319
28,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4009,JogB,CBV,4009_ofMaF_cbv,Generic,Legacy,14.100244160215372,351.496,0.6301470060953747
29,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMaF/func/sub-4009_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4009,JogB,BOLD,4009_ofMaF_bold,Generic,Legacy,7.893669863464311,358.128,0.6421021868494987
31,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4009,JogB,CBV,4009_ofM_cbv,Generic,Legacy,14.356415686742404,348.328,0.623483926397938
32,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofM/func/sub-4009_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4009,JogB,BOLD,4009_ofM_bold,Generic,Legacy,7.281733891551849,353.568,0.6328631774897974
34,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4009,JogB,CBV,4009_ofMpF_cbv,Generic,Legacy,14.175524762985297,355.352,0.6352865879929991
35,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMpF/func/sub-4009_ses-ofMpF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4009,JogB,BOLD,4009_ofMpF_bold,Generic,Legacy,7.3888524481887,352.328,0.6298803805083336
37,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4009,JogB,CBV,4009_ofMcF2_cbv,Generic,Legacy,13.502189164049923,360.424,0.6361778213949087
38,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMcF2/func/sub-4009_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4009,JogB,BOLD,4009_ofMcF2_bold,Generic,Legacy,7.191804826958105,366.976,0.6477426369615177
40,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4009,JogB,BOLD,4009_ofMcF1_bold,Generic,Legacy,6.594329581845087,360.616,0.6471977544705991
41,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4009/ses-ofMcF1/func/sub-4009_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4009,JogB,CBV,4009_ofMcF1_cbv,Generic,Legacy,13.079402402276175,348.472,0.625402910286506
43,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4002,JogB,CBV,4002_ofM_cbv,Generic,Legacy,13.65185357011855,351.136,0.6197224859778117
44,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4002/ses-ofM/func/sub-4002_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4002,JogB,BOLD,4002_ofM_bold,Generic,Legacy,6.698819908546284,362.072,0.6392209410921442
46,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4004,JogB,BOLD,4004_ofM_bold,Generic,Legacy,8.282602289458737,355.328,0.6271696807740779
47,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4004/ses-ofM/func/sub-4004_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4004,JogB,CBV,4004_ofM_cbv,Generic,Legacy,16.334813465364277,352.336,0.6218886680622284
49,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4006,JogB,CBV,4006_ofM_cbv,Generic,Legacy,14.505311960652472,355.528,0.6274728513615354
50,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4006/ses-ofM/func/sub-4006_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4006,JogB,BOLD,4006_ofM_bold,Generic,Legacy,8.817855184348304,365.32,0.644754793038512
52,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4005,JogB,BOLD,4005_ofMaF_bold,Generic,Legacy,7.062445865161718,337.728,0.6048419159917905
53,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4005/ses-ofMaF/func/sub-4005_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4005,JogB,CBV,4005_ofMaF_cbv,Generic,Legacy,15.426039486490193,331.84,0.594297012396709
55,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4005,JogB,BOLD,4005_ofM_bold,Generic,Legacy,9.028439881280065,458.64,0.8200294298020551
56,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4005/ses-ofM/func/sub-4005_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4005,JogB,CBV,4005_ofM_cbv,Generic,Legacy,15.687664725370709,328.616,0.5874321384456151
58,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4013,JogB,CBV,4013_ofM_cbv,Generic,Legacy,19.75711251282599,339.384,0.5989664958278623
59,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4013/ses-ofM/func/sub-4013_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4013,JogB,BOLD,4013_ofM_bold,Generic,Legacy,10.122064032796773,348.808,0.6155985711663631
61,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4012,JogB,BOLD,4012_ofMaF_bold,Generic,Legacy,7.402939622197302,361.152,0.6465063074964958
62,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMaF/func/sub-4012_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4012,JogB,CBV,4012_ofMaF_cbv,Generic,Legacy,15.088497343249625,351.32,0.628905823447382
64,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4012,JogB,CBV,4012_ofM_cbv,Generic,Legacy,16.443046606937425,343.592,0.6063930422014203
65,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofM/func/sub-4012_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4012,JogB,BOLD,4012_ofM_bold,Generic,Legacy,10.018076512496918,346.32,0.6112701612191515
67,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4012,JogB,CBV,4012_ofMpF_cbv,Generic,Legacy,11.196024809565863,346.32,0.620833191414604
68,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMpF/func/sub-4012_ses-ofMpF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4012,JogB,BOLD,4012_ofMpF_bold,Generic,Legacy,6.066190205747262,353.904,0.6345595249194931
70,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4012,JogB,CBV,4012_ofMcF2_cbv,Generic,Legacy,12.320964620290328,479.704,0.8599512035093317
71,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMcF2/func/sub-4012_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4012,JogB,BOLD,4012_ofMcF2_bold,Generic,Legacy,5.7781872241129175,357.76,0.6413457935883348
73,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4012,JogB,CBV,4012_ofMcF1_cbv,Generic,Legacy,11.321552565763705,346.416,0.6215958700953345
74,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4012/ses-ofMcF1/func/sub-4012_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4012,JogB,BOLD,4012_ofMcF1_bold,Generic,Legacy,5.832127338580323,364.256,0.6536072965955559
76,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4007,JogB,BOLD,4007_ofMaF_bold,Generic,Legacy,9.000608548275197,357.544,0.6310164202916967
77,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMaF/func/sub-4007_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4007,JogB,CBV,4007_ofMaF_cbv,Generic,Legacy,16.98559802832548,349.296,0.6164598246431445
79,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4007,JogB,CBV,4007_ofM_cbv,Generic,Legacy,18.396059730779385,467.352,0.8248213056599777
80,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofM/func/sub-4007_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4007,JogB,BOLD,4007_ofM_bold,Generic,Legacy,10.658326071221381,474.384,0.8373176689871362
82,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4007,JogB,CBV,4007_ofMpF_cbv,Generic,Legacy,13.134875692743812,493.568,0.8811747377817452
83,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMpF/func/sub-4007_ses-ofMpF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMpF,4007,JogB,BOLD,4007_ofMpF_bold,Generic,Legacy,7.860122910668144,499.256,0.8913296139254631
85,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4007,JogB,BOLD,4007_ofMcF2_bold,Generic,Legacy,7.686653916381767,375.704,0.6737308727564212
86,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMcF2/func/sub-4007_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4007,JogB,CBV,4007_ofMcF2_cbv,Generic,Legacy,14.049526875838637,375.184,0.6728671604584013
88,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4007,JogB,CBV,4007_ofMcF1_cbv,Generic,Legacy,15.2850985750556,346.736,0.6217795718110432
89,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4007/ses-ofMcF1/func/sub-4007_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4007,JogB,BOLD,4007_ofMcF1_bold,Generic,Legacy,8.306339861154557,354.608,0.6357659587819243
91,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4011,JogB,BOLD,4011_ofMaF_bold,Generic,Legacy,9.722257490623747,364.704,0.6436528442543098
92,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMaF/func/sub-4011_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4011,JogB,CBV,4011_ofMaF_cbv,Generic,Legacy,15.387464227769527,337.064,0.5948720120857866
94,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4011,JogB,BOLD,4011_ofM_bold,Generic,Legacy,8.016892031738536,355.936,0.6386724707790692
95,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofM/func/sub-4011_ses-ofM_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofM,4011,JogB,CBV,4011_ofM_cbv,Generic,Legacy,16.823312208503488,342.728,0.6149727438785874
97,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4011,JogB,CBV,4011_ofMcF2_cbv,Generic,Legacy,11.634222518792377,380.488,0.6827370634741198
98,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMcF2/func/sub-4011_ses-ofMcF2_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF2,4011,JogB,BOLD,4011_ofMcF2_bold,Generic,Legacy,6.085530829965139,398.752,0.7155094760792251
100,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4011,JogB,BOLD,4011_ofMcF1_bold,Generic,Legacy,8.522747204336339,390.232,0.7001246916348958
101,/home/chymera/ni_data/ofM.dr/preprocessing/generic_ambmc_collapsed/sub-4011/ses-ofMcF1/func/sub-4011_ses-ofMcF1_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMcF1,4011,JogB,CBV,4011_ofMcF1_cbv,Generic,Legacy,15.787374570034446,383.256,0.6876088809150033
0,/home/chymera/ni_data/ofM.dr/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_bold.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4008,JogB,BOLD,4008_ofMaF_bold,Legacy,Legacy,8.373740390082823,389.872,0.6959092093660862
1,/home/chymera/ni_data/ofM.dr/preprocessing/legacy_collapsed/sub-4008/ses-ofMaF/func/sub-4008_ses-ofMaF_task-JogB_acq-EPIlowcov_cbv.nii.gz,EPIlowcov,EPIlowcov,func,ofMaF,4008,JogB,CBV,4008_ofMaF_cbv,Legacy,Legacy,16.391013907641188,373.008,0.6658075018652919
